Mass[M_sun/h] z D(z) sigma(M,0) sigma(0.5M,0) sigma(0.14M,0)
4.933000e+12 0.00 1.000000 1.663438 1.859721 2.246926
4.926000e+12 0.00 1.000000 1.663829 1.860134 2.247377
4.916000e+12 0.00 1.000000 1.664389 1.860725 2.248022
4.914000e+12 0.00 1.000000 1.664501 1.860843 2.248151
4.898000e+12 0.00 1.000000 1.665400 1.861792 2.249186
4.895000e+12 0.00 1.000000 1.665569 1.861970 2.249380
4.885000e+12 0.00 1.000000 1.666133 1.862564 2.250029
4.885000e+12 0.00 1.000000 1.666133 1.862564 2.250029
4.866000e+12 0.00 1.000000 1.667207 1.863698 2.251267
4.840000e+12 0.00 1.000000 1.668685 1.865257 2.252968
4.829000e+12 0.00 1.000000 1.669313 1.865919 2.253691
4.817000e+12 0.00 1.000000 1.670000 1.866644 2.254482
4.807000e+12 0.00 1.000000 1.670574 1.867250 2.255142
4.776000e+12 0.00 1.000000 1.672360 1.869136 2.257198
4.771000e+12 0.00 1.000000 1.672650 1.869442 2.257531
4.747000e+12 0.00 1.000000 1.674043 1.870912 2.259135
4.743000e+12 0.00 1.000000 1.674276 1.871158 2.259403
4.734000e+12 0.00 1.000000 1.674801 1.871711 2.260007
4.730000e+12 0.00 1.000000 1.675035 1.871958 2.260276
4.724000e+12 0.00 1.000000 1.675386 1.872328 2.260680
4.699000e+12 0.00 1.000000 1.676853 1.873876 2.262368
4.685000e+12 0.00 1.000000 1.677678 1.874747 2.263318
4.676000e+12 0.00 1.000000 1.678210 1.875308 2.263930
4.676000e+12 0.00 1.000000 1.678210 1.875308 2.263930
4.651000e+12 0.00 1.000000 1.679694 1.876874 2.265637
4.641000e+12 0.00 1.000000 1.680290 1.877502 2.266322
4.631000e+12 0.00 1.000000 1.680887 1.878132 2.267009
4.631000e+12 0.00 1.000000 1.680887 1.878132 2.267009
4.614000e+12 0.00 1.000000 1.681906 1.879207 2.268181
4.610000e+12 0.00 1.000000 1.682146 1.879460 2.268457
4.608000e+12 0.00 1.000000 1.682266 1.879587 2.268595
4.598000e+12 0.00 1.000000 1.682868 1.880222 2.269288
4.592000e+12 0.00 1.000000 1.683230 1.880603 2.269704
4.590000e+12 0.00 1.000000 1.683350 1.880731 2.269843
4.588000e+12 0.00 1.000000 1.683471 1.880858 2.269981
4.575000e+12 0.00 1.000000 1.684258 1.881688 2.270886
4.567000e+12 0.00 1.000000 1.684743 1.882199 2.271444
4.567000e+12 0.00 1.000000 1.684743 1.882199 2.271444
4.559000e+12 0.00 1.000000 1.685229 1.882712 2.272003
4.552000e+12 0.00 1.000000 1.685655 1.883162 2.272493
4.542000e+12 0.00 1.000000 1.686265 1.883805 2.273194
4.532000e+12 0.00 1.000000 1.686876 1.884450 2.273897
4.515000e+12 0.00 1.000000 1.687919 1.885550 2.275096
4.511000e+12 0.00 1.000000 1.688165 1.885809 2.275378
4.511000e+12 0.00 1.000000 1.688165 1.885809 2.275378
4.511000e+12 0.00 1.000000 1.688165 1.885809 2.275378
4.505000e+12 0.00 1.000000 1.688534 1.886198 2.275803
4.501000e+12 0.00 1.000000 1.688781 1.886459 2.276087
4.499000e+12 0.00 1.000000 1.688904 1.886589 2.276228
4.492000e+12 0.00 1.000000 1.689336 1.887044 2.276725
4.486000e+12 0.00 1.000000 1.689707 1.887436 2.277152
4.480000e+12 0.00 1.000000 1.690079 1.887828 2.277579
4.480000e+12 0.00 1.000000 1.690079 1.887828 2.277579
4.470000e+12 0.00 1.000000 1.690699 1.888482 2.278293
4.445000e+12 0.00 1.000000 1.692257 1.890125 2.280083
4.435000e+12 0.00 1.000000 1.692883 1.890785 2.280803
4.426000e+12 0.00 1.000000 1.693447 1.891380 2.281451
4.422000e+12 0.00 1.000000 1.693699 1.891645 2.281740
4.410000e+12 0.00 1.000000 1.694454 1.892442 2.282608
4.408000e+12 0.00 1.000000 1.694580 1.892575 2.282753
4.399000e+12 0.00 1.000000 1.695148 1.893174 2.283406
4.397000e+12 0.00 1.000000 1.695275 1.893308 2.283551
4.387000e+12 0.00 1.000000 1.695908 1.893975 2.284279
4.385000e+12 0.00 1.000000 1.696035 1.894109 2.284425
4.381000e+12 0.00 1.000000 1.696289 1.894377 2.284716
4.379000e+12 0.00 1.000000 1.696416 1.894511 2.284862
4.370000e+12 0.00 1.000000 1.696988 1.895114 2.285520
4.366000e+12 0.00 1.000000 1.697243 1.895383 2.285813
4.356000e+12 0.00 1.000000 1.697881 1.896056 2.286546
4.304000e+12 0.00 1.000000 1.701224 1.899581 2.290387
4.281000e+12 0.00 1.000000 1.702717 1.901155 2.292102
4.263000e+12 0.00 1.000000 1.703892 1.902393 2.293451
4.248000e+12 0.00 1.000000 1.704874 1.903430 2.294580
4.244000e+12 0.00 1.000000 1.705137 1.903706 2.294881
4.244000e+12 0.00 1.000000 1.705137 1.903706 2.294881
4.234000e+12 0.00 1.000000 1.705795 1.904400 2.295637
4.232000e+12 0.00 1.000000 1.705927 1.904539 2.295788
4.222000e+12 0.00 1.000000 1.706587 1.905235 2.296546
4.215000e+12 0.00 1.000000 1.707050 1.905723 2.297078
4.211000e+12 0.00 1.000000 1.707315 1.906002 2.297382
4.201000e+12 0.00 1.000000 1.707978 1.906702 2.298144
4.201000e+12 0.00 1.000000 1.707978 1.906702 2.298144
4.186000e+12 0.00 1.000000 1.708976 1.907754 2.299290
4.186000e+12 0.00 1.000000 1.708976 1.907754 2.299290
4.180000e+12 0.00 1.000000 1.709377 1.908176 2.299750
4.180000e+12 0.00 1.000000 1.709377 1.908176 2.299750
4.176000e+12 0.00 1.000000 1.709644 1.908458 2.300057
4.155000e+12 0.00 1.000000 1.711052 1.909942 2.301673
4.155000e+12 0.00 1.000000 1.711052 1.909942 2.301673
4.149000e+12 0.00 1.000000 1.711456 1.910368 2.302137
4.147000e+12 0.00 1.000000 1.711590 1.910510 2.302291
4.141000e+12 0.00 1.000000 1.711995 1.910936 2.302756
4.126000e+12 0.00 1.000000 1.713009 1.912005 2.303920
4.102000e+12 0.00 1.000000 1.714640 1.913724 2.305792
4.091000e+12 0.00 1.000000 1.715391 1.914515 2.306654
4.085000e+12 0.00 1.000000 1.715801 1.914948 2.307125
4.085000e+12 0.00 1.000000 1.715801 1.914948 2.307125
4.079000e+12 0.00 1.000000 1.716213 1.915381 2.307597
4.071000e+12 0.00 1.000000 1.716762 1.915960 2.308227
4.058000e+12 0.00 1.000000 1.717657 1.916904 2.309254
4.054000e+12 0.00 1.000000 1.717933 1.917194 2.309571
4.050000e+12 0.00 1.000000 1.718209 1.917486 2.309888
4.033000e+12 0.00 1.000000 1.719387 1.918727 2.311239
3.998000e+12 0.00 1.000000 1.721828 1.921300 2.314040
3.998000e+12 0.00 1.000000 1.721828 1.921300 2.314040
3.994000e+12 0.00 1.000000 1.722108 1.921595 2.314362
3.976000e+12 0.00 1.000000 1.723374 1.922929 2.315814
3.976000e+12 0.00 1.000000 1.723374 1.922929 2.315814
3.965000e+12 0.00 1.000000 1.724151 1.923748 2.316705
3.965000e+12 0.00 1.000000 1.724151 1.923748 2.316705
3.959000e+12 0.00 1.000000 1.724575 1.924195 2.317192
3.957000e+12 0.00 1.000000 1.724717 1.924344 2.317355
3.953000e+12 0.00 1.000000 1.725001 1.924643 2.317680
3.949000e+12 0.00 1.000000 1.725285 1.924943 2.318006
3.944000e+12 0.00 1.000000 1.725640 1.925317 2.318413
3.940000e+12 0.00 1.000000 1.725925 1.925617 2.318740
3.914000e+12 0.00 1.000000 1.727782 1.927574 2.320870
3.911000e+12 0.00 1.000000 1.727998 1.927801 2.321117
3.895000e+12 0.00 1.000000 1.729148 1.929014 2.322437
3.893000e+12 0.00 1.000000 1.729293 1.929166 2.322602
3.893000e+12 0.00 1.000000 1.729293 1.929166 2.322602
3.889000e+12 0.00 1.000000 1.729581 1.929470 2.322933
3.864000e+12 0.00 1.000000 1.731393 1.931378 2.325010
3.852000e+12 0.00 1.000000 1.732266 1.932299 2.326012
3.825000e+12 0.00 1.000000 1.734244 1.934382 2.328279
3.825000e+12 0.00 1.000000 1.734244 1.934382 2.328279
3.814000e+12 0.00 1.000000 1.735054 1.935235 2.329207
3.814000e+12 0.00 1.000000 1.735054 1.935235 2.329207
3.806000e+12 0.00 1.000000 1.735644 1.935857 2.329884
3.802000e+12 0.00 1.000000 1.735940 1.936169 2.330223
3.796000e+12 0.00 1.000000 1.736384 1.936637 2.330732
3.789000e+12 0.00 1.000000 1.736904 1.937184 2.331327
3.785000e+12 0.00 1.000000 1.737201 1.937497 2.331668
3.769000e+12 0.00 1.000000 1.738393 1.938753 2.333035
3.769000e+12 0.00 1.000000 1.738393 1.938753 2.333035
3.760000e+12 0.00 1.000000 1.739066 1.939462 2.333806
3.758000e+12 0.00 1.000000 1.739216 1.939620 2.333977
3.750000e+12 0.00 1.000000 1.739816 1.940252 2.334665
3.750000e+12 0.00 1.000000 1.739816 1.940252 2.334665
3.740000e+12 0.00 1.000000 1.740568 1.941044 2.335527
3.734000e+12 0.00 1.000000 1.741020 1.941521 2.336045
3.715000e+12 0.00 1.000000 1.742457 1.943035 2.337692
3.707000e+12 0.00 1.000000 1.743065 1.943675 2.338388
3.705000e+12 0.00 1.000000 1.743217 1.943835 2.338563
3.701000e+12 0.00 1.000000 1.743521 1.944155 2.338911
3.701000e+12 0.00 1.000000 1.743521 1.944155 2.338911
3.694000e+12 0.00 1.000000 1.744055 1.944718 2.339523
3.688000e+12 0.00 1.000000 1.744514 1.945200 2.340048
3.684000e+12 0.00 1.000000 1.744820 1.945523 2.340398
3.684000e+12 0.00 1.000000 1.744820 1.945523 2.340398
3.672000e+12 0.00 1.000000 1.745740 1.946492 2.341453
3.672000e+12 0.00 1.000000 1.745740 1.946492 2.341453
3.667000e+12 0.00 1.000000 1.746124 1.946897 2.341893
3.659000e+12 0.00 1.000000 1.746740 1.947546 2.342599
3.659000e+12 0.00 1.000000 1.746740 1.947546 2.342599
3.657000e+12 0.00 1.000000 1.746895 1.947708 2.342775
3.645000e+12 0.00 1.000000 1.747822 1.948685 2.343838
3.643000e+12 0.00 1.000000 1.747977 1.948848 2.344015
3.637000e+12 0.00 1.000000 1.748442 1.949338 2.344548
3.632000e+12 0.00 1.000000 1.748831 1.949747 2.344993
3.624000e+12 0.00 1.000000 1.749453 1.950403 2.345706
3.616000e+12 0.00 1.000000 1.750077 1.951060 2.346421
3.610000e+12 0.00 1.000000 1.750546 1.951554 2.346958
3.606000e+12 0.00 1.000000 1.750859 1.951884 2.347316
3.601000e+12 0.00 1.000000 1.751251 1.952296 2.347765
3.597000e+12 0.00 1.000000 1.751565 1.952627 2.348125
3.585000e+12 0.00 1.000000 1.752510 1.953621 2.349206
3.583000e+12 0.00 1.000000 1.752667 1.953787 2.349387
3.577000e+12 0.00 1.000000 1.753141 1.954286 2.349929
3.574000e+12 0.00 1.000000 1.753378 1.954536 2.350201
3.564000e+12 0.00 1.000000 1.754170 1.955370 2.351107
3.545000e+12 0.00 1.000000 1.755682 1.956962 2.352838
3.545000e+12 0.00 1.000000 1.755682 1.956962 2.352838
3.539000e+12 0.00 1.000000 1.756161 1.957466 2.353387
3.531000e+12 0.00 1.000000 1.756801 1.958141 2.354120
3.529000e+12 0.00 1.000000 1.756962 1.958309 2.354303
3.512000e+12 0.00 1.000000 1.758328 1.959748 2.355867
3.512000e+12 0.00 1.000000 1.758328 1.959748 2.355867
3.512000e+12 0.00 1.000000 1.758328 1.959748 2.355867
3.506000e+12 0.00 1.000000 1.758812 1.960258 2.356421
3.500000e+12 0.00 1.000000 1.759297 1.960768 2.356977
3.494000e+12 0.00 1.000000 1.759783 1.961280 2.357533
3.486000e+12 0.00 1.000000 1.760432 1.961963 2.358275
3.484000e+12 0.00 1.000000 1.760594 1.962135 2.358461
3.473000e+12 0.00 1.000000 1.761490 1.963078 2.359487
3.461000e+12 0.00 1.000000 1.762471 1.964110 2.360609
3.461000e+12 0.00 1.000000 1.762471 1.964110 2.360609
3.459000e+12 0.00 1.000000 1.762635 1.964283 2.360796
3.442000e+12 0.00 1.000000 1.764031 1.965753 2.362394
3.430000e+12 0.00 1.000000 1.765021 1.966795 2.363527
3.430000e+12 0.00 1.000000 1.765021 1.966795 2.363527
3.411000e+12 0.00 1.000000 1.766597 1.968454 2.365330
3.409000e+12 0.00 1.000000 1.766763 1.968629 2.365520
3.397000e+12 0.00 1.000000 1.767764 1.969682 2.366665
3.392000e+12 0.00 1.000000 1.768182 1.970122 2.367143
3.390000e+12 0.00 1.000000 1.768349 1.970298 2.367335
3.388000e+12 0.00 1.000000 1.768517 1.970475 2.367526
3.374000e+12 0.00 1.000000 1.769692 1.971712 2.368871
3.366000e+12 0.00 1.000000 1.770366 1.972422 2.369642
3.362000e+12 0.00 1.000000 1.770704 1.972777 2.370028
3.357000e+12 0.00 1.000000 1.771127 1.973222 2.370512
3.351000e+12 0.00 1.000000 1.771635 1.973757 2.371093
3.349000e+12 0.00 1.000000 1.771805 1.973936 2.371287
3.347000e+12 0.00 1.000000 1.771974 1.974114 2.371481
3.347000e+12 0.00 1.000000 1.771974 1.974114 2.371481
3.320000e+12 0.00 1.000000 1.774276 1.976537 2.374113
3.316000e+12 0.00 1.000000 1.774619 1.976898 2.374505
3.308000e+12 0.00 1.000000 1.775306 1.977621 2.375291
3.297000e+12 0.00 1.000000 1.776253 1.978618 2.376374
3.287000e+12 0.00 1.000000 1.777117 1.979527 2.377362
3.285000e+12 0.00 1.000000 1.777290 1.979709 2.377560
3.283000e+12 0.00 1.000000 1.777464 1.979892 2.377758
3.281000e+12 0.00 1.000000 1.777637 1.980074 2.377956
3.279000e+12 0.00 1.000000 1.777811 1.980257 2.378155
3.279000e+12 0.00 1.000000 1.777811 1.980257 2.378155
3.270000e+12 0.00 1.000000 1.778593 1.981080 2.379049
3.270000e+12 0.00 1.000000 1.778593 1.981080 2.379049
3.264000e+12 0.00 1.000000 1.779116 1.981630 2.379647
3.264000e+12 0.00 1.000000 1.779116 1.981630 2.379647
3.254000e+12 0.00 1.000000 1.779989 1.982550 2.380645
3.246000e+12 0.00 1.000000 1.780690 1.983287 2.381447
3.237000e+12 0.00 1.000000 1.781481 1.984119 2.382351
3.233000e+12 0.00 1.000000 1.781833 1.984490 2.382753
3.223000e+12 0.00 1.000000 1.782716 1.985419 2.383762
3.217000e+12 0.00 1.000000 1.783247 1.985977 2.384369
3.215000e+12 0.00 1.000000 1.783424 1.986164 2.384571
3.204000e+12 0.00 1.000000 1.784401 1.987192 2.385688
3.202000e+12 0.00 1.000000 1.784579 1.987379 2.385891
3.202000e+12 0.00 1.000000 1.784579 1.987379 2.385891
3.200000e+12 0.00 1.000000 1.784757 1.987567 2.386095
3.192000e+12 0.00 1.000000 1.785471 1.988317 2.386911
3.186000e+12 0.00 1.000000 1.786007 1.988882 2.387524
3.178000e+12 0.00 1.000000 1.786724 1.989637 2.388343
3.175000e+12 0.00 1.000000 1.786994 1.989920 2.388651
3.173000e+12 0.00 1.000000 1.787173 1.990109 2.388856
3.169000e+12 0.00 1.000000 1.787533 1.990488 2.389268
3.157000e+12 0.00 1.000000 1.788616 1.991627 2.390504
3.157000e+12 0.00 1.000000 1.788616 1.991627 2.390504
3.153000e+12 0.00 1.000000 1.788978 1.992008 2.390918
3.151000e+12 0.00 1.000000 1.789159 1.992198 2.391125
3.144000e+12 0.00 1.000000 1.789794 1.992866 2.391850
3.128000e+12 0.00 1.000000 1.791250 1.994399 2.393515
3.126000e+12 0.00 1.000000 1.791433 1.994591 2.393723
3.120000e+12 0.00 1.000000 1.791982 1.995169 2.394350
3.113000e+12 0.00 1.000000 1.792623 1.995844 2.395083
3.107000e+12 0.00 1.000000 1.793175 1.996424 2.395713
3.099000e+12 0.00 1.000000 1.793911 1.997199 2.396554
3.095000e+12 0.00 1.000000 1.794281 1.997587 2.396976
3.085000e+12 0.00 1.000000 1.795206 1.998560 2.398032
3.076000e+12 0.00 1.000000 1.796041 1.999439 2.398986
3.072000e+12 0.00 1.000000 1.796413 1.999831 2.399411
3.047000e+12 0.00 1.000000 1.798751 2.002290 2.402081
3.045000e+12 0.00 1.000000 1.798939 2.002487 2.402295
3.043000e+12 0.00 1.000000 1.799127 2.002685 2.402510
3.043000e+12 0.00 1.000000 1.799127 2.002685 2.402510
3.043000e+12 0.00 1.000000 1.799127 2.002685 2.402510
3.039000e+12 0.00 1.000000 1.799503 2.003081 2.402940
3.037000e+12 0.00 1.000000 1.799692 2.003279 2.403155
3.029000e+12 0.00 1.000000 1.800447 2.004074 2.404017
3.027000e+12 0.00 1.000000 1.800636 2.004273 2.404233
3.020000e+12 0.00 1.000000 1.801299 2.004970 2.404990
3.018000e+12 0.00 1.000000 1.801488 2.005169 2.405207
3.018000e+12 0.00 1.000000 1.801488 2.005169 2.405207
3.016000e+12 0.00 1.000000 1.801678 2.005369 2.405423
3.012000e+12 0.00 1.000000 1.802058 2.005769 2.405857
3.006000e+12 0.00 1.000000 1.802630 2.006370 2.406509
3.004000e+12 0.00 1.000000 1.802820 2.006570 2.406727
3.002000e+12 0.00 1.000000 1.803011 2.006771 2.406945
3.000000e+12 0.00 1.000000 1.803202 2.006972 2.407163
2.998000e+12 0.00 1.000000 1.803393 2.007173 2.407381
2.992000e+12 0.00 1.000000 1.803967 2.007776 2.408036
2.985000e+12 0.00 1.000000 1.804638 2.008483 2.408803
2.973000e+12 0.00 1.000000 1.805793 2.009697 2.410121
2.973000e+12 0.00 1.000000 1.805793 2.009697 2.410121
2.971000e+12 0.00 1.000000 1.805986 2.009900 2.410341
2.971000e+12 0.00 1.000000 1.805986 2.009900 2.410341
2.967000e+12 0.00 1.000000 1.806372 2.010306 2.410782
2.967000e+12 0.00 1.000000 1.806372 2.010306 2.410782
2.967000e+12 0.00 1.000000 1.806372 2.010306 2.410782
2.958000e+12 0.00 1.000000 1.807244 2.011223 2.411776
2.954000e+12 0.00 1.000000 1.807632 2.011631 2.412219
2.952000e+12 0.00 1.000000 1.807826 2.011835 2.412441
2.952000e+12 0.00 1.000000 1.807826 2.011835 2.412441
2.946000e+12 0.00 1.000000 1.808410 2.012449 2.413107
2.944000e+12 0.00 1.000000 1.808605 2.012654 2.413329
2.940000e+12 0.00 1.000000 1.808995 2.013064 2.413775
2.936000e+12 0.00 1.000000 1.809385 2.013475 2.414220
2.936000e+12 0.00 1.000000 1.809385 2.013475 2.414220
2.934000e+12 0.00 1.000000 1.809581 2.013681 2.414444
2.931000e+12 0.00 1.000000 1.809874 2.013989 2.414779
2.929000e+12 0.00 1.000000 1.810070 2.014195 2.415002
2.909000e+12 0.00 1.000000 1.812038 2.016264 2.417247
2.909000e+12 0.00 1.000000 1.812038 2.016264 2.417247
2.905000e+12 0.00 1.000000 1.812433 2.016680 2.417698
2.905000e+12 0.00 1.000000 1.812433 2.016680 2.417698
2.890000e+12 0.00 1.000000 1.813920 2.018243 2.419394
2.890000e+12 0.00 1.000000 1.813920 2.018243 2.419394
2.890000e+12 0.00 1.000000 1.813920 2.018243 2.419394
2.884000e+12 0.00 1.000000 1.814517 2.018871 2.420076
2.867000e+12 0.00 1.000000 1.816216 2.020658 2.422014
2.859000e+12 0.00 1.000000 1.817020 2.021503 2.422931
2.857000e+12 0.00 1.000000 1.817221 2.021715 2.423160
2.857000e+12 0.00 1.000000 1.817221 2.021715 2.423160
2.855000e+12 0.00 1.000000 1.817422 2.021926 2.423390
2.849000e+12 0.00 1.000000 1.818027 2.022563 2.424080
2.847000e+12 0.00 1.000000 1.818229 2.022775 2.424311
2.847000e+12 0.00 1.000000 1.818229 2.022775 2.424311
2.841000e+12 0.00 1.000000 1.818836 2.023413 2.425003
2.832000e+12 0.00 1.000000 1.819749 2.024373 2.426044
2.828000e+12 0.00 1.000000 1.820156 2.024801 2.426508
2.826000e+12 0.00 1.000000 1.820360 2.025015 2.426740
2.826000e+12 0.00 1.000000 1.820360 2.025015 2.426740
2.824000e+12 0.00 1.000000 1.820563 2.025229 2.426972
2.822000e+12 0.00 1.000000 1.820767 2.025443 2.427205
2.820000e+12 0.00 1.000000 1.820971 2.025658 2.427438
2.820000e+12 0.00 1.000000 1.820971 2.025658 2.427438
2.805000e+12 0.00 1.000000 1.822507 2.027273 2.429189
2.795000e+12 0.00 1.000000 1.823536 2.028354 2.430362
2.793000e+12 0.00 1.000000 1.823742 2.028570 2.430597
2.793000e+12 0.00 1.000000 1.823742 2.028570 2.430597
2.791000e+12 0.00 1.000000 1.823948 2.028787 2.430832
2.789000e+12 0.00 1.000000 1.824155 2.029004 2.431067
2.789000e+12 0.00 1.000000 1.824155 2.029004 2.431067
2.785000e+12 0.00 1.000000 1.824568 2.029439 2.431539
2.774000e+12 0.00 1.000000 1.825709 2.030637 2.432839
2.772000e+12 0.00 1.000000 1.825916 2.030856 2.433076
2.768000e+12 0.00 1.000000 1.826333 2.031293 2.433551
2.760000e+12 0.00 1.000000 1.827167 2.032171 2.434502
2.760000e+12 0.00 1.000000 1.827167 2.032171 2.434502
2.758000e+12 0.00 1.000000 1.827376 2.032390 2.434740
2.754000e+12 0.00 1.000000 1.827795 2.032830 2.435217
2.754000e+12 0.00 1.000000 1.827795 2.032830 2.435217
2.750000e+12 0.00 1.000000 1.828214 2.033271 2.435695
2.743000e+12 0.00 1.000000 1.828949 2.034044 2.436533
2.739000e+12 0.00 1.000000 1.829370 2.034487 2.437013
2.737000e+12 0.00 1.000000 1.829581 2.034709 2.437253
2.735000e+12 0.00 1.000000 1.829792 2.034930 2.437494
2.735000e+12 0.00 1.000000 1.829792 2.034930 2.437494
2.731000e+12 0.00 1.000000 1.830214 2.035374 2.437975
2.731000e+12 0.00 1.000000 1.830214 2.035374 2.437975
2.731000e+12 0.00 1.000000 1.830214 2.035374 2.437975
2.716000e+12 0.00 1.000000 1.831803 2.037045 2.439787
2.716000e+12 0.00 1.000000 1.831803 2.037045 2.439787
2.716000e+12 0.00 1.000000 1.831803 2.037045 2.439787
2.710000e+12 0.00 1.000000 1.832442 2.037716 2.440514
2.706000e+12 0.00 1.000000 1.832868 2.038165 2.441000
2.706000e+12 0.00 1.000000 1.832868 2.038165 2.441000
2.698000e+12 0.00 1.000000 1.833723 2.039063 2.441975
2.692000e+12 0.00 1.000000 1.834366 2.039739 2.442708
2.690000e+12 0.00 1.000000 1.834581 2.039965 2.442952
2.688000e+12 0.00 1.000000 1.834796 2.040191 2.443197
2.677000e+12 0.00 1.000000 1.835981 2.041436 2.444547
2.677000e+12 0.00 1.000000 1.835981 2.041436 2.444547
2.677000e+12 0.00 1.000000 1.835981 2.041436 2.444547
2.667000e+12 0.00 1.000000 1.837063 2.042573 2.445780
2.667000e+12 0.00 1.000000 1.837063 2.042573 2.445780
2.667000e+12 0.00 1.000000 1.837063 2.042573 2.445780
2.661000e+12 0.00 1.000000 1.837714 2.043257 2.446521
2.659000e+12 0.00 1.000000 1.837931 2.043486 2.446769
2.648000e+12 0.00 1.000000 1.839130 2.044745 2.448135
2.648000e+12 0.00 1.000000 1.839130 2.044745 2.448135
2.648000e+12 0.00 1.000000 1.839130 2.044745 2.448135
2.638000e+12 0.00 1.000000 1.840224 2.045896 2.449381
2.636000e+12 0.00 1.000000 1.840444 2.046126 2.449631
2.634000e+12 0.00 1.000000 1.840663 2.046357 2.449882
2.634000e+12 0.00 1.000000 1.840663 2.046357 2.449882
2.630000e+12 0.00 1.000000 1.841103 2.046819 2.450382
2.626000e+12 0.00 1.000000 1.841544 2.047282 2.450884
2.623000e+12 0.00 1.000000 1.841874 2.047630 2.451261
2.621000e+12 0.00 1.000000 1.842095 2.047862 2.451512
2.619000e+12 0.00 1.000000 1.842316 2.048094 2.451764
2.617000e+12 0.00 1.000000 1.842537 2.048326 2.452016
2.617000e+12 0.00 1.000000 1.842537 2.048326 2.452016
2.617000e+12 0.00 1.000000 1.842537 2.048326 2.452016
2.613000e+12 0.00 1.000000 1.842980 2.048792 2.452520
2.613000e+12 0.00 1.000000 1.842980 2.048792 2.452520
2.611000e+12 0.00 1.000000 1.843202 2.049025 2.452773
2.607000e+12 0.00 1.000000 1.843646 2.049491 2.453278
2.601000e+12 0.00 1.000000 1.844313 2.050193 2.454038
2.599000e+12 0.00 1.000000 1.844536 2.050427 2.454292
2.599000e+12 0.00 1.000000 1.844536 2.050427 2.454292
2.599000e+12 0.00 1.000000 1.844536 2.050427 2.454292
2.597000e+12 0.00 1.000000 1.844759 2.050661 2.454546
2.594000e+12 0.00 1.000000 1.845093 2.051013 2.454927
2.594000e+12 0.00 1.000000 1.845093 2.051013 2.454927
2.593000e+12 0.00 1.000000 1.845205 2.051130 2.455054
2.593000e+12 0.00 1.000000 1.845205 2.051130 2.455054
2.588000e+12 0.00 1.000000 1.845764 2.051718 2.455691
2.588000e+12 0.00 1.000000 1.845764 2.051718 2.455691
2.588000e+12 0.00 1.000000 1.845764 2.051718 2.455691
2.588000e+12 0.00 1.000000 1.845764 2.051718 2.455691
2.582000e+12 0.00 1.000000 1.846437 2.052424 2.456457
2.578000e+12 0.00 1.000000 1.846886 2.052896 2.456968
2.576000e+12 0.00 1.000000 1.847111 2.053133 2.457225
2.574000e+12 0.00 1.000000 1.847336 2.053369 2.457481
2.572000e+12 0.00 1.000000 1.847561 2.053606 2.457737
2.557000e+12 0.00 1.000000 1.849257 2.055388 2.459668
2.557000e+12 0.00 1.000000 1.849257 2.055388 2.459668
2.553000e+12 0.00 1.000000 1.849711 2.055865 2.460185
2.551000e+12 0.00 1.000000 1.849938 2.056104 2.460444
2.547000e+12 0.00 1.000000 1.850394 2.056582 2.460962
2.545000e+12 0.00 1.000000 1.850621 2.056821 2.461222
2.543000e+12 0.00 1.000000 1.850849 2.057061 2.461481
